Floors,City,Address,Land,Price,Bedroom,Bathroom,Parking,Face,Road
2.5,Kathmandu,Sitapaila,1454.56,25300000.0,5.0,5.0,,East,13.0
1.0,Kathmandu,Kharibot,1026.75,12500000.0,2.0,1.0,,South,13.0
3.5,Kathmandu,Basundhara,1369.0,25000000.0,6.0,4.0,,South East,13.0
3.5,Kathmandu,Tarakeswor,1711.25,,5.0,,,South West,13.0
3.5,Kathmandu,Mandikatar,2053.5,40000000.0,5.0,,,South,13.0
3.5,Bhaktapur,Gatthaghar,2053.5,37500000.0,9.0,6.0,,North,13.0
2.5,Kathmandu,Bhangal,1390.39,23800000.0,5.0,5.0,,East,13.0
3.0,Kathmandu,Budhanilkantha,2053.5,,14.0,,,East,13.0
2.5,Lalitpur,Imadol,1048.14,24000000.0,4.0,3.0,,East,13.0
2.5,Lalitpur,Imadol,1048.14,24000000.0,4.0,3.0,,East,13.0
3.5,Kathmandu,Kapan,1197.875,24000000.0,7.0,4.0,,West,13.0
2.5,Kathmandu,Budhanilkantha,2053.5,32000000.0,5.0,4.0,,South,13.0
2.5,Kathmandu,Budhanilkantha,2053.5,41000000.0,5.0,5.0,,South,13.0
3.0,Lalitpur,Imadol,1048.14,24500000.0,4.0,5.0,,East,13.0
2.5,Lalitpur,Sunakothi,1711.25,22500000.0,3.0,3.0,,South East,13.0
2.5,Kathmandu,Imadol,1197.87,29500000.0,5.0,3.0,,East,13.0
2.5,Lalitpur,Imadol,1197.87,28500000.0,6.0,3.0,,South,13.0
3.0,Bhaktapur,Gathaghar,1882.37,39000000.0,7.0,4.0,,West,13.0
4.0,Kathmandu,Dhumbarahi,1882.37,57500000.0,10.0,,,North,13.0
2.5,Lalitpur,Imadol,1069.53,25000000.0,4.0,3.0,,South East,13.0
3.0,Kathmandu,Budhanilkantha,1882.37,37500000.0,5.0,,,South,13.0
3.5,Kathmandu,Maitidevi,1754.03,39000000.0,9.0,5.0,,South West,13.0
2.5,Lalitpur,Imadol,1112.31,25000000.0,7.0,4.0,,North,13.0
2.5,Lalitpur,Tikathali,1133.7,25000000.0,4.0,4.0,,East,13.0
2.5,Lalitpur,Tikathali,1197.875,25000000.0,3.0,3.0,,South West,13.0
2.5,Bhaktapur,Sallaghari,1411.78,25000000.0,6.0,3.0,,North West,13.0
3.0,Lalitpur,Imadol,1197.87,34000000.0,6.0,,,South,13.0
2.5,Kathmandu,Tribhuwan Park,1369.0,26000000.0,5.0,4.0,,North East,13.0
7.0,Kathmandu,Kalanki,1369.0,26500000.0,1.0,1.0,,East,13.0
2.5,Kathmandu,Jyotinagar,1540.125,26000000.0,5.0,5.0,,South,13.0
3.0,Kathmandu,Aryal-Gaun,1369.0,27500000.0,3.0,5.0,,South,13.0
2.5,Kathmandu,Banasthali,1369.0,27500000.0,5.0,5.0,,South,13.0
2.5,Kathmandu,Greenland,1369.0,27500000.0,5.0,5.0,,East,13.0
2.5,Kathmandu,Naikap,1369.0,27500000.0,5.0,3.0,,South East,13.0
2.5,Kathmandu,Naikap,1369.0,27500000.0,6.0,5.0,,East,13.0
2.5,Kathmandu,Gairigaun,1711.25,27500000.0,7.0,4.0,,East,13.0
2.5,Kathmandu,Pasikot,1369.0,24500000.0,6.0,5.0,,South East,13.0
2.5,Kathmandu,Kapan,1369.0,28000000.0,7.0,4.0,,East,13.0
,Kathmandu,Machhegaun,1369.0,26000000.0,,,,North East,13.0
4.0,Bhaktapur,Balkot,1582.9,28000000.0,8.0,5.0,,East,13.0
,Kathmandu,Tarakeswor,1369.0,25500000.0,5.0,,,South,13.0
2.5,Kathmandu,Mandikataar,1711.25,28000000.0,6.0,4.0,,East,13.0
3.0,Lalitpur,Rajkulo,1026.75,28100000.0,5.0,4.0,,North,13.0
2.5,Lalitpur,Bhaisepati,1540.12,28500000.0,6.0,4.0,,East,13.0
3.0,Kathmandu,Kadaghari,1369.0,29500000.0,6.0,3.0,,South,13.0
,Kathmandu,Budhanilkantha,1369.0,33000000.0,,,,East,13.0
3.5,Lalitpur,Hattiban,1403.225,28700000.0,6.0,5.0,,South,13.0
1.0,Kathmandu,Gongabu,1369.0,29000000.0,1.0,1.0,,South,13.0
2.5,Bhaktapur,Balkot,1369.0,14500000.0,5.0,3.0,,West,13.0
5.0,Kathmandu,Balaju,1369.0,32000000.0,,,,North East,13.0
2.5,Kathmandu,Sitapaila,1283.43,21500000.0,4.0,4.0,,East,13.0
2.0,Lalitpur,Seti pakha,1283.43,14000000.0,3.0,,,South,13.0
2.5,Lalitpur,Sanagaun,1775.42,28000000.0,5.0,3.0,,East,13.0
2.5,Kathmandu,Balaju,1540.125,26000000.0,4.0,3.0,,East,13.0
2.0,Kathmandu,Maharajgunj,1369.0,24000000.0,4.0,2.0,,East,13.0
2.5,Lalitpur,Nayabasti,1197.87,27500000.0,5.0,4.0,,East,13.0
3.0,Kathmandu,Kapan,1540.12,20000000.0,8.0,3.0,,South East,13.0
1.0,Kathmandu,Jarankhu,1540.12,18500000.0,2.0,1.0,,East,13.0
3.0,Kathmandu,Budhanilkantha,1540.12,33000000.0,7.0,3.0,,South East,13.0
3.5,Kathmandu,Palden plotting,1497.34,25000000.0,11.0,4.0,,South East,13.0
3.0,Lalitpur,Nakhipot,1197.875,26500000.0,5.0,4.0,,North,13.0
2.5,Lalitpur,Imadol,1197.87,19000000.0,5.0,3.0,,South,13.0
2.5,Kathmandu,Har har mahadev,1475.95,18500000.0,6.0,3.0,,North West,13.0
3.0,Lalitpur,Hattiban,1380.0,26500000.0,6.0,5.0,,East,13.0
2.5,Kathmandu,Kapan,1437.45,26500000.0,5.0,5.0,,East,13.0
4.0,Kathmandu,Kathmandu,1454.56,23500000.0,3.0,,,North,13.0
1.0,Kathmandu,Bhangal,1197.87,27500000.0,3.0,3.0,,South East,13.0
3.5,Bhaktapur,Chundevi,1796.8,26500000.0,8.0,4.0,,East,13.0
2.5,Kathmandu,Kageshwori Manohara,1197.87,27000000.0,6.0,3.0,,North,13.0
2.5,Lalitpur,Lamatar,1197.87,17500000.0,2.0,3.0,,South,13.0
3.5,Kathmandu,,1390.39,33500000.0,15.0,,,North,13.0
3.5,Kathmandu,Boudha,1369.0,27000000.0,4.0,4.0,,East,13.0
2.5,Kathmandu,Kapan,1369.0,27000000.0,5.0,5.0,,East,13.0
2.5,Kathmandu,Man B Marga,1369.0,27000000.0,5.0,5.0,,East,13.0
3.0,,,1390.39,27500000.0,5.0,4.0,,West,13.0
3.5,Kathmandu,Gongabu,1377.0,35000000.0,5.0,,,South,13.0
2.5,Kathmandu,Sitapaila,1540.125,27000000.0,5.0,4.0,,North,13.0
3.0,Bhaktapur,Madhyapur Thimi,1197.87,27499999.0,7.0,3.0,,North East,13.0
2.5,Lalitpur,Imadol,1197.87,27000000.0,6.0,4.0,,North East,13.0
2.5,Kathmandu,Sitapaila,2053.5,38000000.0,5.0,3.0,,South,13.0
2.5,Kathmandu,Pasikot,1454.56,23000000.0,6.0,5.0,,,13.0
3.0,Lalitpur,Chasidol,1390.39,23500000.0,6.0,3.0,,West,13.0
2.0,Kathmandu,Chunikhel,1060.975,16000000.0,2.0,1.0,,North,13.0
,Kathmandu,Thimi,898.4,20000000.0,14.0,4.0,,North West,13.0
2.5,Lalitpur,Harisiddhi,1197.875,16000000.0,4.0,3.0,,East,13.0
3.0,Kathmandu,Nagarjun,898.4,17000000.0,5.0,,,East,13.0
4.0,Kathmandu,Teku,3764.75,16000000.0,1.0,1.0,,North,13.0
3.0,Kathmandu,Dhalpa,1000.0,16500000.0,8.0,3.0,,South,13.0
1.5,Lalitpur,Imadol,1090.92,16500000.0,2.0,1.0,,East,13.0
2.0,Kathmandu,Gothatar,898.4,12500000.0,4.0,2.0,,East,13.0
2.5,Kathmandu,Sukedhara,1026.75,17200000.0,,,,South West,13.0
2.5,Kathmandu,Gothatar,1026.75,17500000.0,4.0,3.0,,East,13.0
2.5,Lalitpur,Changathali,1026.75,18000000.0,4.0,3.0,,North West,13.0
2.5,Kathmandu,Imadol,1026.75,18000000.0,6.0,3.0,,North East,13.0
2.5,Kathmandu,Bhatkepati,1197.87,18000000.0,6.0,3.0,,South,13.0
2.5,Lalitpur,Imadol,1026.75,18500000.0,4.0,3.0,,South,13.0
2.5,Lalitpur,Sanogaun,1197.875,18500000.0,5.0,3.0,,East,13.0
1.0,Lalitpur,Tikathali,1026.75,11200000.0,2.0,1.0,,East,13.0
3.5,Kathmandu,Jadibuti,1112.31,29500000.0,8.0,4.0,,North,13.0
,Kathmandu,Bhaisepati,1283.43,,4.0,,,East,13.0
1.0,Lalitpur,Tikathali,877.01,10900000.0,2.0,1.0,,North,13.0
2.5,Lalitpur,Lubhu,1000.0,19000000.0,5.0,3.0,,East,13.0
2.5,Lalitpur,Imadol,1026.75,19000000.0,4.0,3.0,,South,13.0
1.0,Lalitpur,Imadol,1048.14,16000000.0,2.0,2.0,,East,13.0
2.5,Kathmandu,Boudha,855.62,21000000.0,9.0,3.0,,South West,13.0
3.5,Lalitpur,Sainbu,1026.75,25000000.0,5.0,5.0,,East,13.0
2.5,Lalitpur,Sanagau,962.57,13500000.0,5.0,3.0,,West,13.0
1.0,Lalitpur,Tikathali,962.57,13000000.0,2.0,1.0,,South,13.0
1.0,Kathmandu,Gokarna,1026.75,13000000.0,2.0,1.0,,East,13.0
2.5,Kathmandu,Imadol,1026.75,17000000.0,6.0,3.0,,North West,13.0
3.0,Lalitpur,Imadol,1026.75,26000000.0,6.0,3.0,,East,13.0
3.0,Kathmandu,Nagarjun,1026.75,18000000.0,6.0,,,North,13.0
,Lalitpur,Imadol,1026.75,23000000.0,5.0,4.0,,North East,13.0
1.0,Lalitpur,Imadol,1026.75,13700000.0,2.0,1.0,,East,13.0
1.0,Kathmandu,Kapan,1200.0,13900000.0,2.0,1.0,,North East,13.0
2.0,Lalitpur,Imadol,1026.75,19900000.0,4.0,2.0,,South,13.0
3.5,Kathmandu,Narephat,1026.75,20000000.0,10.0,5.0,,North East,13.0
2.5,Lalitpur,Imadol,1026.75,18500000.0,4.0,4.0,,West,13.0
3.5,Lalitpur,Imadol,1026.75,28000000.0,5.0,,,North,13.0
2.0,Lalitpur,Hattiban,1026.75,20000000.0,3.0,,,South East,13.0
1.0,Lalitpur,Tikathali,1026.75,12000000.0,2.0,2.0,,East,13.0
3.0,,,1026.75,18500000.0,5.0,3.0,,East,13.0
3.0,Kathmandu,Paiyatar,1026.0,17500000.0,11.0,9.0,,South East,13.0
3.0,Kathmandu,Sitapaila,855.625,15500000.0,5.0,3.0,,South,13.0
1.0,Lalitpur,Tikathali,1200.0,15500000.0,2.0,1.0,,South,13.0
,Lalitpur,Tikathali,1005.35,20500000.0,,,,East,13.0
1.5,Lalitpur,Imadol,500.0,16000000.0,2.0,2.0,,South West,13.0
2.5,Kathmandu,Om chowk,983.96,14500000.0,4.0,3.0,,West,13.0
3.0,Bhaktapur,Madhyapur Thimi,941.18,17200000.0,5.0,3.0,,North East,13.0
2.5,Lalitpur,Sunakothi,2053.5,35000000.0,3.0,3.0,,South East,13.0
2.5,Lalitpur,Thaiba,1390.39,19000000.0,4.0,4.0,,East,13.0
3.0,Lalitpur,Dadathok,983.96,10500000.0,3.0,2.0,,West,13.0
2.5,Lalitpur,Tikathali,1058.835,22500000.0,4.0,4.0,,South,13.0
3.0,Lalitpur,Nakhipot,1060.0,22500000.0,4.0,4.0,,West,13.0
2.5,Kathmandu,Jyotinagar,1197.87,22500000.0,5.0,4.0,,East,13.0
4.0,Kathmandu,Pasikot,342.25,23000000.0,1.0,5.0,,South,13.0
2.5,Lalitpur,Imadol,1026.75,23000000.0,4.0,4.0,,West,13.0
2.5,Lalitpur,Tikathali,1026.75,23000000.0,4.0,4.0,,East,13.0
1.0,Kathmandu,Bhangal,1197.87,23000000.0,4.0,3.0,,East,13.0
2.5,Kathmandu,Budhanilkantha,2395.75,46000000.0,5.0,,,West,13.0
2.5,Kathmandu,Basundhara,2395.75,72500000.0,9.0,6.0,,East,13.0
3.5,Kathmandu,Him shikhar school,1197.87,17500000.0,6.0,4.0,,South West,13.0
,Kathmandu,Pepsicola,2224.62,36000000.0,6.0,7.0,,West,13.0
2.5,Lalitpur,Ici mod,2224.62,29000000.0,6.0,4.0,,South East,13.0
1.0,Lalitpur,Imadol,1300.0,23000000.0,2.0,2.0,,East,13.0
1.5,Bhaktapur,Darjeeling Height,1112.31,12500000.0,2.0,1.0,,East,13.0
2.5,Lalitpur,Imadol,1026.75,23500000.0,4.0,3.0,,East,13.0
2.5,Lalitpur,Imadol,1026.75,23500000.0,4.0,4.0,,East,13.0
2.5,Lalitpur,Imadol,1026.75,23500000.0,4.0,4.0,,South,13.0
2.5,Lalitpur,Imadol,1026.75,23500000.0,5.0,4.0,,East,13.0
2.5,Lalitpur,Hattiban,1197.87,23500000.0,5.0,3.0,,South,13.0
2.5,Kathmandu,Baluwatar,2139.06,75000000.0,5.0,,,East,13.0
,Kathmandu,Bakhundol,2139.06,10000000.0,,,,East,13.0
3.5,Lalitpur,Balkumari,1026.75,22500000.0,7.0,1.0,,West,13.0
2.0,Kathmandu,Thali,1026.75,10500000.0,3.0,1.0,,,13.0
2.5,Kathmandu,Golfutar,1197.87,22000000.0,6.0,3.0,,North East,13.0
2.5,Kathmandu,Bhangal,1197.87,22000000.0,7.0,5.0,,East,13.0
2.5,Lalitpur,Imadol,900.0,19500000.0,5.0,5.0,,East,13.0
2.5,Kathmandu,Imadol,1026.75,19500000.0,6.0,3.0,,West,13.0
2.5,Lalitpur,Shital Height,1026.75,19500000.0,4.0,4.0,,North,13.0
1.0,Kathmandu,Thankot,1219.26,9500000.0,2.0,1.0,,East,13.0
2.5,Bhaktapur,Matribhumi school,1112.31,24000000.0,4.0,3.0,,South,13.0
1.0,Lalitpur,Dadathok,1026.75,7500000.0,2.0,1.0,,North,13.0
2.5,Lalitpur,Imadol,1026.75,20000000.0,4.0,3.0,,East,13.0
3.5,Kathmandu,Greenland,1411.78,,5.0,3.0,,East,13.0
2.5,Kathmandu,Gongabu,1048.14,,5.0,3.0,,East,13.0
2.5,Lalitpur,Imadol,1026.75,20000000.0,4.0,4.0,,North,13.0
1.0,Lalitpur,Sanepa,900.0,,2.0,2.0,,South East,13.0
2.0,Kathmandu,Thulo bharyang,5476.0,64000000.0,,4.0,,East,13.0
3.0,Lalitpur,Rajkulo,1060.975,20800000.0,5.0,5.0,,North,13.0
,Kathmandu,Kumarigal,4962.62,30900000.0,,,,South East,13.0
2.5,Kathmandu,Lalitpur,4791.5,,8.0,,,South West,13.0
2.5,Lalitpur,Kumaripati,4791.5,,8.0,2.0,,North East,13.0
2.5,Lalitpur,Lamatar,1369.0,21000000.0,7.0,3.0,,West,13.0
2.5,Lalitpur,Godamchaur,4107.0,29000000.0,14.0,,,South,13.0
3.5,Bhaktapur,Suryabinayak,1026.75,21500000.0,6.0,5.0,,East,13.0
2.5,Kathmandu,Kathmandu,3422.0,72500000.0,6.0,,,North East,13.0
2.5,Lalitpur,Imadol,1048.14,22000000.0,4.0,3.0,,East,13.0
1.0,Lalitpur,Harisiddhi,2481.31,16000000.0,2.0,1.0,,East,13.0
,Kathmandu,Ranibari,1283.43,32500000.0,5.0,4.0,,East,13.0
2.5,Kathmandu,jorpati,1112.31,27000000.0,6.0,3.0,,South East,13.0
2.0,Kathmandu,Machhegaun,1561.515625,24000000.0,2.0,3.0,3+,South East,13.0
2.5,Kathmandu,Boudha,1745.475,41500000.0,6.0,5.0,,West,13.0
2.5,Lalitpur,Tikathali,1112.3125,25000000.0,6.0,3.0,3+,South West,13.0
2.5,Lalitpur,Tikathali,1112.3125,25000000.0,6.0,5.0,3+,South,13.0
2.5,Kathmandu,Gothatar,1369.0,17000000.0,6.0,3.0,3+,North,13.0
4.5,Lalitpur,"Gwarko, Velpa Bafal",1219.265625,32500000.0,7.0,4.0,3+,North West,13.0
2.5,Lalitpur,Imadol,1005.359375,22000000.0,5.0,3.0,3+,South East,13.0
2.5,Kathmandu,Gothatar,1369.0,17000000.0,6.0,3.0,3+,North,13.0
2.5,Lalitpur,Imadol,1112.3125,22000000.0,4.0,3.0,3+,South,13.0
2.5,Lalitpur,Imadol,1026.75,25000000.0,4.0,4.0,3+,North,13.0
2.5,Lalitpur,Imadol,1197.875,25000000.0,7.0,5.0,3+,North East,13.0
3.0,Lalitpur,Imadol,1026.75,26000000.0,6.0,3.0,3+,East,13.0
3.0,Kathmandu,Banasthali,1561.51,45000000.0,7.0,5.0,,North,13.0
2.5,Kathmandu,Budhanilkantha,1711.25,30000000.0,5.0,4.0,3+,South West,13.0
3.0,Lalitpur,Tikathali,1112.3125,26000000.0,6.0,4.0,3+,South,13.0
2.5,Lalitpur,Bhaisepati,1711.25,44000000.0,1.0,1.0,,South East,13.0
1.0,Lalitpur,Tikathali,1433.171875,17000000.0,2.0,1.0,3+,West,13.0
3.5,Kathmandu,Gothatar,624.307,15000000.0,5.0,3.0,3+,South,13.0
2.5,Kathmandu,Golfutar,1689.859375,34000000.0,5.0,5.0,3+,South West,13.0
2.5,Bhaktapur,Dhadikot,3422.5,59500000.0,5.0,6.0,3+,East,13.0
2.5,Kathmandu,Chapali,2395.75,36500000.0,3.0,3.0,,East,13.0
2.5,Lalitpur,Dhapakhel,1197.875,22500000.0,5.0,3.0,3+,East,13.0
2.5,Kathmandu,Chapali,1882.375,37500000.0,5.0,3.0,,South,13.0
4.5,Kathmandu,Tarkeshwor,1369.0,38000000.0,12.0,5.0,,North East,13.0
2.5,Bhaktapur,Sanothimi,1625.68,38000000.0,6.0,4.0,,West,13.0
2.5,Lalitpur,Tikathali,1026.75,23500000.0,7.0,3.0,3+,North West,13.0
2.5,Lalitpur,Dhapakhel,1197.875,29000000.0,3.0,3.0,3+,South East,13.0
2.5,Lalitpur,Dhapakhel-23,1925.15625,35000000.0,7.0,3.0,3+,South,13.0
2.5,Lalitpur,Dholahiti Height,1796.8125,29900000.0,6.0,3.0,3+,East,13.0
3.0,Bhaktapur,Duwakot,855.625,13500000.0,5.0,4.0,3+,North,13.0
1.5,Kathmandu,Gokarneshwor Municipality- 2,2566.875,18000000.0,2.0,1.0,3+,East,13.0
2.5,Lalitpur,Tikathali,1048.140625,23000000.0,5.0,4.0,3+,East,13.0
2.5,Lalitpur,Kusunti,1925.15,39500000.0,4.0,4.0,,,13.0
1.0,Lalitpur,Sanagaun,1026.75,15200000.0,2.0,1.0,3+,North West,13.0
2.5,Kathmandu,Thankot,1026.75,14500000.0,2.0,3.0,3+,South East,13.0
3.5,Lalitpur,Imadol,1197.875,28500000.0,7.0,5.0,3+,East,13.0
2.5,Kathmandu,Hadigaon,3800.0,130000000.0,4.0,5.0,,South,13.0
2.5,Kathmandu,Ramkot,1197.875,19000000.0,2.0,4.0,3+,South,13.0
3.5,Kathmandu,"Nayabasti, Jorpati",1235.5225,31000000.0,11.0,3.0,3+,North,13.0
2.5,Kathmandu,Kapan,1625.6875,31000000.0,5.0,4.0,3+,West,13.0
2.5,Kathmandu,Sanepa,3080.25,77000000.0,6.0,4.0,,East,13.0
3.0,Kathmandu,Kapan,1540.125,33000000.0,6.0,3.0,3+,East,13.0
3.5,Bhaktapur,Balkot,3422.5,75000000.0,6.0,5.0,,East,13.0
2.5,Bhaktapur,Suryabinayak,3422.5,55100000.0,5.0,4.0,,East,13.0
3.5,Kathmandu,Naya Naikap,1454.5625,29000000.0,7.0,4.0,3+,South East,13.0
3.5,Lalitpur,Khumaltar,1326.21875,23000000.0,4.0,4.0,3+,North East,13.0
4.5,Kathmandu,Machhapokhari,2181.84375,52500000.0,20.0,21.0,3+,North East,13.0
2.5,Kathmandu,Pasikot,6845.0,70000000.0,5.0,5.0,,South,13.0
3.5,Kathmandu,"Narayantar, Jorpati",1711.25,27500000.0,5.0,5.0,3+,East,13.0
,Kathmandu,Balaju,5518.78,65000000.0,,,,,13.0
3.5,Lalitpur,Nakkhu,1197.875,39000000.0,5.0,6.0,3+,East,13.0
3.5,Lalitpur,Kharibot,1711.25,58000000.0,5.0,5.0,3+,,13.0
3.0,Kathmandu,Kadaghari,1283.4375,21500000.0,6.0,3.0,3+,East,13.0
2.5,Kathmandu,Kadaghari,941.1875,17500000.0,4.0,3.0,3+,South,13.0
3.0,Kathmandu,Jorpati,1411.78125,27900000.0,6.0,3.0,3+,North,13.0
3.5,Kathmandu,Swayambhu,1711.25,47500000.0,8.0,5.0,,East,13.0
2.5,Lalitpur,Imadol,1882.375,45000000.0,4.0,4.0,3+,South West,13.0
3.0,Kathmandu,Syuchatar,1711.25,25000000.0,5.0,4.0,3+,South West,13.0
2.5,Kathmandu,Sitapaila,1197.875,30000000.0,2.0,2.0,3+,East,13.0
2.5,Lalitpur,Imadol,1099.9915,26000000.0,4.0,4.0,3+,North,13.0
2.5,Lalitpur,Imadol,1690.715,31500000.0,6.0,4.0,3+,,13.0
2.5,Kathmandu,Taulung,4791.5,48500000.0,5.0,5.0,,,13.0
2.5,Kathmandu,Bansbari,6845.0,110000000.0,6.0,5.0,,East,13.0
2.5,Lalitpur,Shital Height,1369.0,29000000.0,4.0,4.0,3+,East,13.0
2.5,Lalitpur,Jhulpakha,1882.375,26000000.0,6.0,3.0,3+,North East,13.0
3.5,Kathmandu,Satungal,1197.875,23000000.0,6.0,4.0,3+,North East,13.0
2.5,Kathmandu,Raniban,1454.5625,28900000.0,8.0,5.0,3+,South,13.0
